      frame            row_id        type  landmark_index         x         y             z
66       22        22-face-66        face              66  0.353234  0.314185  1.520967e-02
67       22        22-face-67        face              67  0.339823  0.270034  5.606487e-02
68       22        22-face-68        face              68  0.311544  0.314236  8.276846e-02
69       22        22-face-69        face              69  0.347344  0.289726  3.488620e-02
70       22        22-face-70        face              70  0.309852  0.339297  7.662201e-02
71       22        22-face-71        face              71  0.306187  0.333524  1.084548e-01
72       22        22-face-72        face              72  0.423151  0.455005 -4.006259e-02
73       22        22-face-73        face              73  0.409824  0.459482 -2.824338e-02
74       22        22-face-74        face              74  0.400134  0.464038 -1.656877e-02
75       22        22-face-75        face              75  0.398042  0.418871 -2.490880e-02
76       22        22-face-76        face              76  0.388805  0.471601  5.750475e-03
77       22        22-face-77        face              77  0.395643  0.471735 -6.800921e-03
78       22        22-face-78        face              78  0.392219  0.470802  2.318964e-03
79       22        22-face-79        face              79  0.395912  0.410186 -4.361266e-02
80       22        22-face-80        face              80  0.406914  0.466649 -1.372367e-02
81       22        22-face-81        face              81  0.416403  0.464408 -2.237834e-02
82       22        22-face-82        face              82  0.428029  0.462649 -3.093051e-02
83       22        22-face-83        face              83  0.427447  0.494827 -3.293720e-02
84       22        22-face-84        face              84  0.428488  0.477888 -4.141152e-02
85       22        22-face-85        face              85  0.427542  0.471807 -4.062688e-02
86       22        22-face-86        face              86  0.427477  0.466812 -3.587373e-02
87       22        22-face-87        face              87  0.428315  0.462941 -3.293022e-02
88       22        22-face-88        face              88  0.407036  0.466838 -1.514821e-02
89       22        22-face-89        face              89  0.405186  0.468932 -1.832239e-02
90       22        22-face-90        face              90  0.403221  0.471746 -2.104855e-02
91       22        22-face-91        face              91  0.401884  0.475318 -1.857024e-02
92       22        22-face-92        face              92  0.379840  0.451166 -7.053358e-03
93       22        22-face-93        face              93  0.327402  0.433069  1.823241e-01
94       22        22-face-94        face              94  0.421065  0.416335 -4.996883e-02
95       22        22-face-95        face              95  0.399894  0.468837 -5.001417e-03
96       22        22-face-96        face              96  0.397866  0.470157 -6.992294e-03
97       22        22-face-97        face              97  0.408791  0.423034 -3.491329e-02
98       22        22-face-98        face              98  0.392212  0.424534 -1.509547e-02
99       22        22-face-99        face              99  0.406869  0.421023 -3.393350e-02
100      22       22-face-100        face             100  0.375585  0.389504  1.442316e-02
101      22       22-face-101        face             101  0.357901  0.399970  2.241490e-02
102      22       22-face-102        face             102  0.381693  0.412356 -1.440338e-02
103      22       22-face-103        face             103  0.318543  0.286091  8.654420e-02
104      22       22-face-104        face             104  0.324919  0.299404  5.877409e-02
105      22       22-face-105        face             105  0.331553  0.317948  3.639089e-02
106      22       22-face-106        face             106  0.397111  0.488366 -9.073878e-03
107      22       22-face-107        face             107  0.379753  0.311738  5.009902e-04
108      22       22-face-108        face             108  0.373139  0.283816  1.678038e-02
109      22       22-face-109        face             109  0.366344  0.259574  3.245379e-02
110      22       22-face-110        face             110  0.342410  0.369486  5.207973e-02
111      22       22-face-111        face             111  0.320487  0.385598  7.677237e-02
112      22       22-face-112        face             112  0.389802  0.355836  3.094577e-02
113      22       22-face-113        face             113  0.323494  0.354696  6.538840e-02
114      22       22-face-114        face             114  0.392929  0.371471  1.369924e-03
115      22       22-face-115        face             115  0.386025  0.404452 -4.095462e-02
116      22       22-face-116        face             116  0.311899  0.396820  9.406720e-02
117      22       22-face-117        face             117  0.326715  0.391792  6.105721e-02
118      22       22-face-118        face             118  0.339809  0.393088  4.314823e-02
119      22       22-face-119        face             119  0.360994  0.387383  3.066148e-02
120      22       22-face-120        face             120  0.376661  0.379755  2.346436e-02
121      22       22-face-121        face             121  0.387801  0.371949  1.695631e-02
122      22       22-face-122        face             122  0.402832  0.352783 -1.500416e-02
123      22       22-face-123        face             123  0.315410  0.419884  8.560408e-02
124      22       22-face-124        face             124  0.316098  0.355433  7.542918e-02
125      22       22-face-125        face             125  0.412320  0.412793 -6.343061e-02
126      22       22-face-126        face             126  0.386875  0.390350 -7.901386e-04
127      22       22-face-127        face             127  0.313883  0.381628  1.853476e-01
128      22       22-face-128        face             128  0.395260  0.363848  1.367390e-02
129      22       22-face-129        face             129  0.383226  0.414246 -1.207211e-03
130      22       22-face-130        face             130  0.332165  0.361156  6.642172e-02
131      22       22-face-131        face             131  0.385609  0.398112 -3.449935e-02
132      22       22-face-132        face             132  0.336730  0.459414  1.683633e-01
133      22       22-face-133        face             133  0.390341  0.351665  3.585080e-02
134      22       22-face-134        face             134  0.392305  0.388905 -4.893336e-02
135      22       22-face-135        face             135  0.361880  0.503369  6.032796e-02
136      22       22-face-136        face             136  0.373086  0.517266  8.180274e-02
137      22       22-face-137        face             137  0.316037  0.427276  1.354949e-01
138      22       22-face-138        face             138  0.347504  0.491710  8.577956e-02
139      22       22-face-139        face             139  0.306902  0.355023  1.283018e-01
140      22       22-face-140        face             140  0.407306  0.531127 -6.719830e-03
141      22       22-face-141        face             141  0.416420  0.416592 -4.786311e-02
142      22       22-face-142        face             142  0.379060  0.401009  5.016285e-03
143      22       22-face-143        face             143  0.312570  0.374582  1.026091e-01
144      22       22-face-144        face             144  0.350723  0.363002  4.505057e-02
145      22       22-face-145        face             145  0.360679  0.362215  3.900482e-02
146      22       22-face-146        face             146  0.393631  0.473834 -3.729908e-03
147      22       22-face-147        face             147  0.322703  0.442750  8.329827e-02
148      22       22-face-148        face             148  0.433401  0.544111 -1.317240e-02
149      22       22-face-149        face             149  0.402198  0.534753  2.997759e-02
150      22       22-face-150        face             150  0.389263  0.527846  5.329220e-02
151      22       22-face-151        face             151  0.405093  0.279023  4.300496e-03
152      22       22-face-152        face             152  0.458671  0.544132 -2.519427e-02
153      22       22-face-153        face             153  0.370955  0.359757  3.539197e-02
154      22       22-face-154        face             154  0.380540  0.356111  3.483362e-02
155      22       22-face-155        face             155  0.386998  0.353563  3.637213e-02
156      22       22-face-156        face             156  0.310495  0.355159  9.211271e-02
157      22       22-face-157        face             157  0.378493  0.346982  3.503506e-02
158      22       22-face-158        face             158  0.367609  0.346491  3.552047e-02
159      22       22-face-159        face             159  0.356873  0.347743  3.913876e-02
160      22       22-face-160        face             160  0.346962  0.351059  4.503039e-02
161      22       22-face-161        face             161  0.341398  0.354703  5.071647e-02
162      22       22-face-162        face             162  0.306393  0.353247  1.690062e-01
163      22       22-face-163        face             163  0.344425  0.362486  5.147825e-02
164      22       22-face-164        face             164  0.426287  0.431250 -4.120799e-02
165      22       22-face-165        face             165  0.389069  0.442204 -1.690902e-02
166      22       22-face-166        face             166  0.392563  0.414197 -3.008134e-02
167      22       22-face-167        face             167  0.409515  0.434295 -3.570378e-02
168      22       22-face-168        face             168  0.414259  0.336289 -1.136535e-02
169      22       22-face-169        face             169  0.377862  0.514928  3.755127e-02
170      22       22-face-170        face             170  0.392192  0.523117  1.572936e-02
171      22       22-face-171        face             171  0.427422  0.536085 -2.818148e-02
172      22       22-face-172        face             172  0.360550  0.504888  1.153532e-01
173      22       22-face-173        face             173  0.386288  0.349377  3.570446e-02
174      22       22-face-174        face             174  0.396762  0.370782 -2.021882e-02
175      22       22-face-175        face             175  0.454107  0.535473 -3.945221e-02
176      22       22-face-176        face             176  0.415882  0.540404  6.194494e-03
177      22       22-face-177        face             177  0.324715  0.451793  1.261275e-01
178      22       22-face-178        face             178  0.416643  0.464651 -2.419921e-02
179      22       22-face-179        face             179  0.414823  0.467801 -2.736019e-02
180      22       22-face-180        face             180  0.413901  0.471825 -3.066675e-02
181      22       22-face-181        face             181  0.413889  0.477143 -2.990576e-02
182      22       22-face-182        face             182  0.410783  0.492364 -2.173370e-02
183      22       22-face-183        face             183  0.396439  0.468610 -4.691586e-03
184      22       22-face-184        face             184  0.393141  0.468228 -3.308729e-03
185      22       22-face-185        face             185  0.390323  0.467558 -2.087686e-03
186      22       22-face-186        face             186  0.373941  0.462218  4.589583e-03
187      22       22-face-187        face             187  0.332753  0.444753  4.969752e-02
188      22       22-face-188        face             188  0.397990  0.361260 -5.810605e-03
189      22       22-face-189        face             189  0.394725  0.341906  2.336973e-02
190      22       22-face-190        face             190  0.389338  0.344416  3.188537e-02
191      22       22-face-191        face             191  0.399936  0.468697 -4.148628e-03
192      22       22-face-192        face             192  0.342090  0.473449  6.316651e-02
193      22       22-face-193        face             193  0.401429  0.339547  2.547068e-03
194      22       22-face-194        face             194  0.407589  0.506195 -1.669050e-02
195      22       22-face-195        face             195  0.412464  0.368582 -5.208892e-02
196      22       22-face-196        face             196  0.402400  0.362833 -3.093762e-02
197      22       22-face-197        face             197  0.413099  0.358550 -3.717960e-02
198      22       22-face-198        face             198  0.390574  0.389431 -2.127332e-02
199      22       22-face-199        face             199  0.449994  0.523267 -4.460073e-02
200      22       22-face-200        face             200  0.446641  0.507942 -4.166017e-02
201      22       22-face-201        face             201  0.425821  0.509337 -3.326465e-02
202      22       22-face-202        face             202  0.378032  0.490743  1.179829e-02
203      22       22-face-203        face             203  0.376131  0.425530  3.114907e-03
204      22       22-face-204        face             204  0.392578  0.500257 -2.170739e-03
205      22       22-face-205        face             205  0.350488  0.428711  1.691750e-02
206      22       22-face-206        face             206  0.367306  0.439081  6.727626e-03
207      22       22-face-207        face             207  0.346128  0.449765  2.709001e-02
208      22       22-face-208        face             208  0.424760  0.524394 -3.331081e-02
209      22       22-face-209        face             209  0.386118  0.397936 -1.113224e-02
210      22       22-face-210        face             210  0.373973  0.501178  2.458119e-02
211      22       22-face-211        face             211  0.389866  0.510885  6.619113e-03
212      22       22-face-212        face             212  0.364662  0.478078  2.106694e-02
213      22       22-face-213        face             213  0.331312  0.462130  8.167814e-02
214      22       22-face-214        face             214  0.355373  0.482495  3.764484e-02
215      22       22-face-215        face             215  0.334536  0.473709  1.128328e-01
216      22       22-face-216        face             216  0.361894  0.456296  1.347368e-02
217      22       22-face-217        face             217  0.392212  0.380425 -9.700303e-03
218      22       22-face-218        face             218  0.390970  0.408526 -4.516067e-02
219      22       22-face-219        face             219  0.386641  0.414231 -3.054014e-02
220      22       22-face-220        face             220  0.391974  0.399063 -5.555598e-02
221      22       22-face-221        face             221  0.382811  0.334062  2.391565e-02
222      22       22-face-222        face             222  0.361476  0.331115  2.708364e-02
223      22       22-face-223        face             223  0.344037  0.332979  3.273117e-02
224      22       22-face-224        face             224  0.331109  0.337888  4.246623e-02
225      22       22-face-225        face             225  0.324076  0.345042  5.353621e-02
226      22       22-face-226        face             226  0.326242  0.365724  7.349305e-02
227      22       22-face-227        face             227  0.310474  0.403320  1.388936e-01
228      22       22-face-228        face             228  0.335223  0.379034  5.767911e-02
229      22       22-face-229        face             229  0.346165  0.379949  4.531466e-02
230      22       22-face-230        face             230  0.361257  0.377279  3.520666e-02
231      22       22-face-231        face             231  0.375778  0.372027  2.885616e-02
232      22       22-face-232        face             232  0.386684  0.365796  2.511477e-02
233      22       22-face-233        face             233  0.393719  0.360296  2.262374e-02
234      22       22-face-234        face             234  0.321392  0.407496  1.891493e-01
235      22       22-face-235        face             235  0.388975  0.418182 -2.470835e-02
236      22       22-face-236        face             236  0.395438  0.379470 -3.258123e-02
237      22       22-face-237        face             237  0.397423  0.406567 -5.878503e-02
238      22       22-face-238        face             238  0.407936  0.412525 -5.684103e-02
239      22       22-face-239        face             239  0.400190  0.409451 -5.247787e-02
240      22       22-face-240        face             240  0.394397  0.421729 -2.261911e-02
241      22       22-face-241        face             241  0.409164  0.412825 -6.112405e-02
242      22       22-face-242        face             242  0.413059  0.416541 -4.674320e-02
243      22       22-face-243        face             243  0.393640  0.351203  3.157647e-02
244      22       22-face-244        face             244  0.398530  0.352778  2.038360e-02
245      22       22-face-245        face             245  0.400082  0.353766  8.726516e-03
246      22       22-face-246        face             246  0.338518  0.357346  5.606228e-02
247      22       22-face-247        face             247  0.329067  0.353772  5.874375e-02
248      22       22-face-248        face             248  0.424981  0.369315 -5.139120e-02
249      22       22-face-249        face             249  0.528968  0.339226  3.314619e-03
250      22       22-face-250        face             250  0.433447  0.412504 -5.149911e-02
251      22       22-face-251        face             251  0.581894  0.293415  6.014320e-02
252      22       22-face-252        face             252  0.488596  0.351695 -2.462091e-03
253      22       22-face-253        face             253  0.503331  0.351831 -5.032352e-03
254      22       22-face-254        face             254  0.517239  0.350359 -4.414359e-03
255      22       22-face-255        face             255  0.536227  0.342822  2.955711e-03
256      22       22-face-256        face             256  0.475316  0.349644  2.852893e-03
257      22       22-face-257        face             257  0.500959  0.317335 -8.010547e-03
258      22       22-face-258        face             258  0.484273  0.320505 -3.073109e-03
259      22       22-face-259        face             259  0.517786  0.317451 -7.253591e-03
260      22       22-face-260        face             260  0.530052  0.320955 -4.223089e-03
261      22       22-face-261        face             261  0.548765  0.349092  6.529783e-03
262      22       22-face-262        face             262  0.504819  0.511676 -3.712368e-02
263      22       22-face-263        face             263  0.534019  0.335624  6.817455e-03
264      22       22-face-264        face             264  0.596266  0.344392  5.647063e-02
265      22       22-face-265        face             265  0.564237  0.340067  1.790819e-02
266      22       22-face-266        face             266  0.498950  0.397592 -2.527584e-02
267      22       22-face-267        face             267  0.455086  0.445871 -5.047007e-02
268      22       22-face-268        face             268  0.455950  0.457133 -4.489822e-02
269      22       22-face-269        face             269  0.474415  0.449808 -4.767526e-02
270      22       22-face-270        face             270  0.487999  0.454377 -4.159560e-02
271      22       22-face-271        face             271  0.470624  0.457599 -4.342948e-02
272      22       22-face-272        face             272  0.482857  0.458956 -3.711876e-02
273      22       22-face-273        face             273  0.510239  0.471418 -2.980723e-02
274      22       22-face-274        face             274  0.426147  0.403623 -7.308856e-02
275      22       22-face-275        face             275  0.425478  0.392226 -7.596867e-02
276      22       22-face-276        face             276  0.546920  0.310741 -2.567959e-03
277      22       22-face-277        face             277  0.466598  0.371130 -1.551723e-02
278      22       22-face-278        face             278  0.467132  0.401751 -4.859820e-02
279      22       22-face-279        face             279  0.468927  0.396314 -4.394262e-02
280      22       22-face-280        face             280  0.545550  0.394341 -1.806710e-02
281      22       22-face-281        face             281  0.424888  0.379492 -6.647555e-02
282      22       22-face-282        face             282  0.505666  0.301631 -1.417896e-02
283      22       22-face-283        face             283  0.528926  0.303541 -9.690153e-03
284      22       22-face-284        face             284  0.557706  0.272023  4.235507e-02
285      22       22-face-285        face             285  0.441801  0.317919 -1.246650e-02
286      22       22-face-286        face             286  0.471089  0.326740  3.506371e-03
287      22       22-face-287        face             287  0.519508  0.459759 -2.712207e-02
288      22       22-face-288        face             288  0.610531  0.459400  6.785437e-02
289      22       22-face-289        face             289  0.457927  0.409368 -4.177290e-02
290      22       22-face-290        face             290  0.446594  0.414314 -4.054076e-02
291      22       22-face-291        face             291  0.505158  0.461959 -2.543080e-02
292      22       22-face-292        face             292  0.501615  0.461860 -2.712672e-02
293      22       22-face-293        face             293  0.535558  0.296289 -3.326277e-03
294      22       22-face-294        face             294  0.470692  0.408189 -4.211042e-02
295      22       22-face-295        face             295  0.477044  0.305681 -1.521100e-02
296      22       22-face-296        face             296  0.477076  0.296716 -1.643695e-02
297      22       22-face-297        face             297  0.484222  0.248479  1.235277e-02
298      22       22-face-298        face             298  0.544159  0.282780  1.748121e-02
299      22       22-face-299        face             299  0.476084  0.270759 -1.532430e-03
300      22       22-face-300        face             300  0.555215  0.306166  7.991269e-03
301      22       22-face-301        face             301  0.567840  0.299706  3.425409e-02
302      22       22-face-302        face             302  0.455855  0.451992 -4.938769e-02
303      22       22-face-303        face             303  0.472479  0.454018 -4.637949e-02
304      22       22-face-304        face             304  0.485441  0.456688 -4.048649e-02
305      22       22-face-305        face             305  0.455283  0.412440 -3.805579e-02
306      22       22-face-306        face             306  0.503304  0.461929 -2.613940e-02
307      22       22-face-307        face             307  0.495628  0.463300 -3.390617e-02
308      22       22-face-308        face             308  0.499583  0.461783 -2.719930e-02
309      22       22-face-309        face             309  0.446587  0.403921 -5.849642e-02
310      22       22-face-310        face             310  0.480930  0.460325 -3.464139e-02
311      22       22-face-311        face             311  0.469051  0.459810 -3.805303e-02
312      22       22-face-312        face             312  0.455695  0.460203 -3.981477e-02
313      22       22-face-313        face             313  0.462673  0.491918 -4.135224e-02
314      22       22-face-314        face             314  0.461607  0.475195 -5.066421e-02
315      22       22-face-315        face             315  0.459617  0.469074 -5.025704e-02
316      22       22-face-316        face             316  0.457800  0.464151 -4.543068e-02
317      22       22-face-317        face             317  0.455859  0.460518 -4.198277e-02
318      22       22-face-318        face             318  0.481063  0.460552 -3.609386e-02
319      22       22-face-319        face             319  0.483761  0.462258 -3.928727e-02
320      22       22-face-320        face             320  0.486829  0.464745 -4.281703e-02
321      22       22-face-321        face             321  0.489737  0.467989 -4.191206e-02
322      22       22-face-322        face             322  0.493936  0.439569 -3.721765e-02
323      22       22-face-323        face             323  0.617933  0.400211  9.598383e-02
324      22       22-face-324        face             324  0.490228  0.461234 -3.101055e-02
325      22       22-face-325        face             325  0.492684  0.462143 -3.315802e-02
326      22       22-face-326        face             326  0.442964  0.419478 -4.283576e-02
327      22       22-face-327        face             327  0.468088  0.416696 -3.216354e-02
328      22       22-face-328        face             328  0.444629  0.416979 -4.165268e-02
329      22       22-face-329        face             329  0.483518  0.376969 -1.588984e-02
330      22       22-face-330        face             330  0.507837  0.382885 -1.823925e-02
331      22       22-face-331        face             331  0.473744  0.402349 -3.771538e-02
332      22       22-face-332        face             332  0.525724  0.256516  2.450242e-02
333      22       22-face-333        face             333  0.514278  0.272591  5.977288e-03
334      22       22-face-334        face             334  0.508661  0.292895 -1.100380e-02
335      22       22-face-335        face             335  0.497294  0.479303 -3.617831e-02
336      22       22-face-336        face             336  0.442586  0.302993 -1.535432e-02
337      22       22-face-337        face             337  0.441433  0.273674 -2.222480e-03
338      22       22-face-338        face             338  0.444375  0.247663  1.032343e-02
339      22       22-face-339        face             339  0.529409  0.347522 -1.152007e-03
340      22       22-face-340        face             340  0.566237  0.355962  9.535715e-03
341      22       22-face-341        face             341  0.465948  0.347350  6.661529e-03
342      22       22-face-342        face             342  0.546106  0.325631  3.532207e-03
343      22       22-face-343        face             343  0.454019  0.363994 -1.704717e-02
344      22       22-face-344        face             344  0.454371  0.396393 -5.861349e-02
345      22       22-face-345        face             345  0.583124  0.365030  1.821237e-02
346      22       22-face-346        face             346  0.556535  0.364285 -2.273187e-03
347      22       22-face-347        face             347  0.536828  0.369490 -1.074128e-02
348      22       22-face-348        face             348  0.507640  0.369730 -1.054876e-02
349      22       22-face-349        face             349  0.486056  0.366483 -8.067065e-03
350      22       22-face-350        face             350  0.468977  0.362245 -6.812150e-03
351      22       22-face-351        face             351  0.428284  0.349444 -2.273540e-02
352      22       22-face-352        face             352  0.585124  0.389749  1.003771e-02
353      22       22-face-353        face             353  0.556862  0.324164  7.702383e-03
354      22       22-face-354        face             354  0.424711  0.411288 -6.728940e-02
355      22       22-face-355        face             355  0.465661  0.381370 -2.309154e-02
356      22       22-face-356        face             356  0.609020  0.346000  9.603793e-02
357      22       22-face-357        face             357  0.455404  0.356846 -4.985672e-03
358      22       22-face-358        face             358  0.477400  0.404176 -2.449634e-02
359      22       22-face-359        face             359  0.541067  0.335202  7.884002e-03
360      22       22-face-360        face             360  0.456071  0.390046 -5.249811e-02
361      22       22-face-361        face             361  0.616916  0.429283  8.533119e-02
362      22       22-face-362        face             362  0.464933  0.343530  1.057313e-02
363      22       22-face-363        face             363  0.439899  0.383357 -6.199609e-02
364      22       22-face-364        face             364  0.570820  0.484835  4.239144e-03
365      22       22-face-365        face             365  0.576817  0.500331  2.264131e-02
366      22       22-face-366        face             366  0.606357  0.394654  5.320131e-02
367      22       22-face-367        face             367  0.589298  0.468450  1.962729e-02
368      22       22-face-368        face             368  0.582664  0.320611  4.933769e-02
369      22       22-face-369        face             369  0.510948  0.523862 -3.330047e-02
370      22       22-face-370        face             370  0.426195  0.415365 -5.021970e-02
371      22       22-face-371        face             371  0.480572  0.389674 -2.238494e-02
372      22       22-face-372        face             372  0.578063  0.342025  2.786574e-02
373      22       22-face-373        face             373  0.514906  0.343996 -1.760680e-03
374      22       22-face-374        face             374  0.502578  0.345468 -2.459376e-03
375      22       22-face-375        face             375  0.498608  0.464916 -3.280048e-02
376      22       22-face-376        face             376  0.587491  0.414248  1.030678e-02
377      22       22-face-377        face             377  0.487366  0.540863 -2.830071e-02
378      22       22-face-378        face             378  0.533342  0.526029 -8.342568e-03
379      22       22-face-379        face             379  0.553390  0.515850  5.181176e-03
380      22       22-face-380        face             380  0.490173  0.345425  1.333780e-04
381      22       22-face-381        face             381  0.478177  0.344559  4.695996e-03
382      22       22-face-382        face             382  0.469770  0.344305  9.300431e-03
383      22       22-face-383        face             383  0.567284  0.322088  1.930424e-02
384      22       22-face-384        face             384  0.477011  0.335943  3.755538e-03
385      22       22-face-385        face             385  0.488971  0.332244 -8.205393e-04
386      22       22-face-386        face             386  0.501116  0.330484 -3.203140e-03
387      22       22-face-387        face             387  0.514341  0.330623 -3.143619e-03
388      22       22-face-388        face             388  0.523419  0.332264 -8.167840e-04
389      22       22-face-389        face             389  0.597523  0.316935  8.112199e-02
390      22       22-face-390        face             390  0.523205  0.341670  6.240102e-04
391      22       22-face-391        face             391  0.477020  0.433243 -3.981509e-02
392      22       22-face-392        face             392  0.456465  0.406585 -4.554592e-02
393      22       22-face-393        face             393  0.446178  0.430492 -4.528293e-02
394      22       22-face-394        face             394  0.551664  0.500773 -7.805725e-03
395      22       22-face-395        face             395  0.532473  0.512699 -2.008736e-02
396      22       22-face-396        face             396  0.484521  0.532113 -4.266546e-02
397      22       22-face-397        face             397  0.596105  0.482942  4.528699e-02
398      22       22-face-398        face             398  0.468512  0.340479  7.829043e-03
399      22       22-face-399        face             399  0.439829  0.365550 -3.269130e-02
400      22       22-face-400        face             400  0.511440  0.534451 -2.210295e-02
401      22       22-face-401        face             401  0.606637  0.421458  4.714146e-02
402      22       22-face-402        face             402  0.469231  0.460082 -3.997364e-02
403      22       22-face-403        face             403  0.472059  0.462866 -4.378521e-02
404      22       22-face-404        face             404  0.474557  0.466714 -4.797266e-02
405      22       22-face-405        face             405  0.477035  0.471964 -4.794310e-02
406      22       22-face-406        face             406  0.481576  0.486159 -4.146945e-02
407      22       22-face-407        face             407  0.493181  0.460383 -3.179153e-02
408      22       22-face-408        face             408  0.495870  0.459418 -3.294067e-02
409      22       22-face-409        face             409  0.498310  0.458244 -3.363185e-02
410      22       22-face-410        face             410  0.508971  0.448611 -3.248094e-02
411      22       22-face-411        face             411  0.564512  0.420202 -1.183228e-02
412      22       22-face-412        face             412  0.440806  0.355856 -1.869589e-02
413      22       22-face-413        face             413  0.449877  0.335947  6.587183e-03
414      22       22-face-414        face             414  0.460461  0.336605  8.107291e-03
415      22       22-face-415        face             415  0.490182  0.461109 -3.022743e-02
416      22       22-face-416        face             416  0.574828  0.450025  9.136668e-04
417      22       22-face-417        face             417  0.433918  0.336266 -7.486558e-03
418      22       22-face-418        face             418  0.494466  0.499225 -3.833944e-02
419      22       22-face-419        face             419  0.426688  0.359785 -3.760676e-02
420      22       22-face-420        face             420  0.453327  0.382337 -3.779913e-02
421      22       22-face-421        face             421  0.471186  0.505794 -4.352672e-02
422      22       22-face-422        face             422  0.525892  0.477182 -2.605425e-02
423      22       22-face-423        face             423  0.491401  0.413386 -2.584790e-02
424      22       22-face-424        face             424  0.512146  0.490087 -3.215012e-02
425      22       22-face-425        face             425  0.525078  0.409912 -2.746926e-02
426      22       22-face-426        face             426  0.507389  0.424500 -2.917746e-02
427      22       22-face-427        face             427  0.543885  0.429244 -2.361408e-02
